Time,Deflection,Force,Angle,Torque
1.3,-0.0,0.0,-0.0,0.0
1.4,0.03,0.1,0.04911065612697346,0.13779534999999998
1.4143050200000022,0.06,0.05,0.09822124009149154,0.06889767499999999
1.529613310000002,0.08,0.1285714285714286,0.13096155367540563,0.17716545
1.6399076500000014,0.1,0.2571428571428572,0.16370178173417976,0.3543309
1.750202230000001,0.13,0.3857142857142858,0.21281191669262933,0.5314963500000001
1.8645201200000017,0.13,0.5142857142857143,0.21281191669262933,0.7086618
1.9758050900000015,0.17,0.6428571428571429,0.27829159775018814,0.88582725
2.0860992000000014,0.19,0.7714285714285716,0.31103117636700983,1.0629927000000001
2.2,0.19,0.9,0.31103117636700983,1.2401581499999998
2.200404690000001,0.19,1.05,0.31103117636700983,1.446851175
2.3,0.20500000000000002,1.2,0.3355857282062273,1.6535441999999998
2.3117018200000015,0.22,1.2,0.3601401567761256,1.6535441999999998
2.4,0.22999999999999998,1.2,0.3765097028862616,1.6535441999999998
2.421996410000002,0.24,1.2999999999999998,0.3928791875298548,1.7913395499999996
2.5,0.24,1.4,0.3928791875298548,1.9291348999999995
2.536301420000001,0.24,1.45,0.3928791875298548,1.9980325749999996
2.6,0.255,1.5,0.4174332934005675,2.0669302499999995
2.6475987900000018,0.27,1.5,0.4419872459420311,2.0669302499999995
2.7,0.27,1.5,0.4419872459420311,2.0669302499999995
2.7578933700000015,0.27,1.6,0.4419872459420311,2.2047255999999997
2.8,0.28500000000000003,1.7,0.4665410361369652,2.3425209499999995
2.8762097900000008,0.3,1.75,0.49109465496844706,2.4114186249999996
2.9,0.315,1.8,0.5156480934199318,2.4803162999999997
2.9834960000000024,0.33,1.85,0.5402013424752719,2.549213975
3.0,0.33999999999999997,1.9,0.5565700655065212,2.6181116499999995
3.0937901000000014,0.35,1.95,0.5729386976834859,2.6870093249999996
3.1,0.35666666666666663,2.0,0.5838510673411119,2.7559069999999997
3.2,0.36333333333333334,2.1,0.5947633946404609,2.89370235
3.208095840000002,0.37,2.1500000000000004,0.605675678790127,2.962600025
3.3,0.38,2.2,0.6220440223778181,3.0314977
3.3193934500000015,0.39,2.3,0.638412264427259,3.1692930499999994
3.4,0.41000000000000003,2.4,0.6711484332284947,3.3070883999999996
3.429688030000001,0.43,2.45,0.70388416382908,3.3759860749999997
3.5,0.44999999999999996,2.5,0.736619434865977,3.44488375
3.539982130000002,0.47,2.6,0.7693542249779479,3.5826790999999996
3.6,0.485,2.7,0.7939049891058829,3.7204744499999998
3.6552901800000015,0.5,2.85,0.8184554616886144,3.9271674749999996
